t,hour,acc,acc_true,T_deck,T_air,wind,turbulence,traffic_rate,exc_rms,damage,regime,f1,f2,a1,a2,a3,a4
2826.4,94.21333,0.001160012,0.0005300958,1.66904,0.1765002,2.863614,0.1993054,59.61264,0.002877291,0,0,2.061941,6.121316,0.9161882,-0.8589728,0.8120091,-0.9081406
2826.45,94.215,0.009643773,0.009897552,1.667789,0.1740718,2.865266,0.1982383,59.57926,0.002916179,0,0,2.061972,6.121373,0.9161442,-0.858929,0.8119658,-0.9081397
2826.5,94.21667,0.00334408,0.003570036,1.666538,0.1716434,2.866918,0.1971713,59.54589,0.002930228,0,0,2.062003,6.12143,0.9161002,-0.8588851,0.8119224,-0.9081388
2826.55,94.21833,-0.002082354,-0.001621346,1.665219,0.1621618,2.873242,0.194933,59.5131,0.002944067,0,0,2.062036,6.121491,0.9160536,-0.8588388,0.8118765,-0.9081378
2826.6,94.22,0.006271498,0.00654811,1.663899,0.1526802,2.879565,0.1926947,59.48031,0.002972522,0,0,2.062069,6.121551,0.916007,-0.8587925,0.8118306,-0.9081368
2826.65,94.22167,-0.0004905703,-8.778025e-05,1.66258,0.1431986,2.885889,0.1904564,59.44753,0.002987774,0,0,2.062102,6.121612,0.9159604,-0.858746,0.8117846,-0.9081359
2826.7,94.22333,-0.009898284,-0.01072559,1.661261,0.133717,2.892213,0.188218,59.41474,0.003026864,0,0,2.062135,6.121672,0.9159136,-0.8586995,0.8117386,-0.9081349
2826.75,94.225,-0.002473825,-0.002979341,1.659941,0.1242354,2.898537,0.1859797,59.38195,0.003077291,0,0,2.062168,6.121733,0.9158668,-0.858653,0.8116925,-0.9081339
2826.8,94.22667,-0.002580158,-0.001783533,1.658622,0.1147538,2.904861,0.1837414,59.34916,0.003141117,0,0,2.062201,6.121793,0.91582,-0.8586063,0.8116463,-0.9081329
2826.85,94.22833,-0.004485653,-0.004277622,1.657303,0.1052723,2.911185,0.1815031,59.31638,0.003195785,0,0,2.062234,6.121854,0.915773,-0.8585596,0.8116,-0.908132
2826.9,94.23,0.003702055,0.003730157,1.655984,0.09579066,2.917509,0.1792648,59.28359,0.003258145,0,0,2.062267,6.121915,0.915726,-0.8585129,0.8115537,-0.908131
2826.95,94.23167,0.006341538,0.006186962,1.654664,0.08630908,2.923833,0.1770265,59.2508,0.003343279,0,0,2.062301,6.121976,0.915679,-0.8584661,0.8115073,-0.90813
2827,94.23333,0.003550659,0.003763704,1.653345,0.07682749,2.930156,0.1747882,59.21801,0.00342232,0,0,2.062334,6.122037,0.9156318,-0.8584192,0.8114609,-0.908129
2827.05,94.235,0.004046355,0.003479893,1.65198,0.06998163,2.930053,0.1739787,59.18584,0.003523431,0,0,2.062368,6.1221,0.915583,-0.8583706,0.8114127,-0.908128
2827.1,94.23667,0.0004370047,4.160952e-06,1.650615,0.06313576,2.92995,0.1731693,59.15367,0.003631269,0,0,2.062403,6.122164,0.9155341,-0.8583219,0.8113645,-0.908127
2827.15,94.23833,-0.004176071,-0.003000248,1.64925,0.0562899,2.929847,0.1723599,59.1215,0.003709914,0,0,2.062437,6.122227,0.9154851,-0.8582732,0.8113163,-0.908126
2827.2,94.24,-0.004222445,-0.004310141,1.647885,0.04944403,2.929744,0.1715504,59.08932,0.003789795,0,0,2.062472,6.122291,0.915436,-0.8582244,0.8112679,-0.9081249
2827.25,94.24167,-0.004668521,-0.004535539,1.64652,0.04259816,2.929641,0.170741,59.05715,0.003852471,0,0,2.062507,6.122355,0.9153869,-0.8581755,0.8112195,-0.9081239
2827.3,94.24333,-0.003943805,-0.002822872,1.645155,0.0357523,2.929538,0.1699316,59.02498,0.003926516,0,0,2.062541,6.122418,0.9153377,-0.8581266,0.811171,-0.9081229
2827.35,94.245,-0.001515035,-0.0008811544,1.643789,0.02890643,2.929435,0.1691221,58.99281,0.004037689,0,0,2.062576,6.122482,0.9152884,-0.8580776,0.8111224,-0.9081219
2827.4,94.24667,0.003032144,0.003119316,1.642424,0.02206057,2.929332,0.1683127,58.96064,0.004143544,0,0,2.062611,6.122546,0.915239,-0.8580285,0.8110738,-0.9081208
2827.45,94.24833,0.004542036,0.004745244,1.641059,0.0152147,2.929229,0.1675033,58.92846,0.00422331,0,0,2.062646,6.12261,0.9151896,-0.8579793,0.8110251,-0.9081198
2827.5,94.25,0.00568749,0.004886617,1.639694,0.008368837,2.929126,0.1666938,58.89629,0.004323352,0,0,2.062681,6.122674,0.9151401,-0.8579301,0.8109763,-0.9081188
2827.55,94.25167,0.003120968,0.002643084,1.638351,0.009704982,2.938946,0.1698118,58.86491,0.004416286,0,0,2.062715,6.122737,0.9150913,-0.8578816,0.8109282,-0.9081178
2827.6,94.25333,-0.001361562,-0.001886171,1.637009,0.01104113,2.948766,0.1729298,58.83354,0.004531391,0,0,2.06275,6.122801,0.9150425,-0.8578331,0.8108801,-0.9081167
2827.65,94.255,-0.0001000824,-0.0008293746,1.635666,0.01237727,2.958586,0.1760477,58.80216,0.004634113,0,0,2.062784,6.122864,0.9149935,-0.8577844,0.8108319,-0.9081157
2827.7,94.25667,-0.003289017,-0.003358329,1.634323,0.01371342,2.968406,0.1791657,58.77078,0.004721229,0,0,2.062819,6.122928,0.9149446,-0.8577357,0.8107836,-0.9081147
2827.75,94.25833,-0.004142268,-0.004677796,1.632981,0.01504956,2.978227,0.1822836,58.73941,0.00481498,0,0,2.062854,6.122991,0.9148955,-0.857687,0.8107353,-0.9081137
2827.8,94.26,-0.0001720565,-0.0002805447,1.631638,0.01638571,2.988047,0.1854016,58.70803,0.004880051,0,0,2.062888,6.123055,0.9148464,-0.8576381,0.8106869,-0.9081127
2827.85,94.26167,-0.0002714976,-0.00102203,1.630295,0.01772185,2.997867,0.1885196,58.67665,0.004969585,0,0,2.062923,6.123119,0.9147972,-0.8575892,0.8106384,-0.9081116
2827.9,94.26333,0.002022547,0.002201547,1.628952,0.01905799,3.007687,0.1916375,58.64528,0.005059003,0,0,2.062958,6.123182,0.9147479,-0.8575403,0.8105898,-0.9081106
2827.95,94.265,0.005731863,0.005255217,1.62761,0.02039414,3.017507,0.1947555,58.6139,0.005130952,0,0,2.062993,6.123246,0.9146985,-0.8574912,0.8105412,-0.9081096
2828,94.26667,0.001788635,0.001792474,1.626267,0.02173028,3.027327,0.1978735,58.58252,0.005265883,0,0,2.063028,6.12331,0.9146491,-0.8574421,0.8104925,-0.9081085
2828.05,94.26833,0.001346492,0.001155917,1.62489,0.01619632,3.032293,0.1964059,58.55173,0.005441583,0,0,2.063064,6.123376,0.9145983,-0.8573916,0.8104425,-0.9081075
2828.1,94.27,0.0001221525,-3.158239e-05,1.623512,0.01066236,3.037258,0.1949384,58.52094,0.005612625,0,0,2.063099,6.123442,0.9145475,-0.8573411,0.8103923,-0.9081064
2828.15,94.27167,-0.002572443,-0.003190252,1.622135,0.005128396,3.042224,0.1934709,58.49015,0.005768101,0,0,2.063135,6.123508,0.9144966,-0.8572905,0.8103422,-0.9081054
2828.2,94.27333,-0.005001605,-0.005352453,1.620757,-0.0004055665,3.047189,0.1920034,58.45936,0.005962235,0,0,2.063171,6.123574,0.9144455,-0.8572398,0.8102919,-0.9081043
2828.25,94.275,-0.004646854,-0.005023607,1.61938,-0.005939529,3.052155,0.1905358,58.42857,0.006101936,0,0,2.063208,6.12364,0.9143945,-0.8571891,0.8102416,-0.9081032
2828.3,94.27667,-0.0008056094,-1.496219e-05,1.618002,-0.01147349,3.05712,0.1890683,58.39778,0.006297346,0,0,2.063244,6.123706,0.9143433,-0.8571382,0.8101911,-0.9081022
2828.35,94.27833,0.003665459,0.003359963,1.616625,-0.01700745,3.062086,0.1876008,58.36699,0.006448996,0,0,2.06328,6.123773,0.914292,-0.8570873,0.8101406,-0.9081011
2828.4,94.28,0.002389116,0.002501398,1.615247,-0.02254142,3.067051,0.1861332,58.3362,0.006599505,0,0,2.063316,6.123839,0.9142407,-0.8570363,0.8100901,-0.9081
2828.45,94.28167,0.006167102,0.005712742,1.61387,-0.02807538,3.072017,0.1846657,58.30541,0.006722547,0,0,2.063352,6.123906,0.9141893,-0.8569853,0.8100394,-0.908099
2828.5,94.28333,0.004492831,0.004679198,1.612492,-0.03360934,3.076982,0.1831982,58.27462,0.006910927,0,0,2.063389,6.123973,0.9141379,-0.8569342,0.8099887,-0.9080979
2828.55,94.285,-0.003155789,-0.002914048,1.611145,-0.03128254,3.087756,0.1826565,58.2446,0.007067328,0,0,2.063424,6.124038,0.9140875,-0.8568841,0.809939,-0.9080968
2828.6,94.28667,-0.00234736,-0.001780241,1.609799,-0.02895575,3.09853,0.1821147,58.21458,0.007213356,0,0,2.06346,6.124103,0.914037,-0.856834,0.8098893,-0.9080958
2828.65,94.28833,-0.002818762,-0.003164921,1.608452,-0.02662895,3.109304,0.181573,58.18456,0.007396795,0,0,2.063496,6.124169,0.9139864,-0.8567837,0.8098395,-0.9080947
2828.7,94.29,-0.008874817,-0.008117983,1.607105,-0.02430216,3.120078,0.1810313,58.15455,0.007579637,0,0,2.063532,6.124234,0.9139358,-0.8567335,0.8097896,-0.9080937
2828.75,94.29167,-0.001433844,-0.002011851,1.605758,-0.02197536,3.130853,0.1804896,58.12453,0.007757596,0,0,2.063567,6.1243,0.9138851,-0.8566831,0.8097397,-0.9080926
2828.8,94.29333,0.002953048,0.0026837,1.604412,-0.01964856,3.141627,0.1799478,58.09451,0.007935192,0,0,2.063603,6.124366,0.9138343,-0.8566327,0.8096896,-0.9080916
2828.85,94.295,0.0008476715,0.0008221826,1.603065,-0.01732177,3.152401,0.1794061,58.06449,0.008128329,0,0,2.063639,6.124432,0.9137835,-0.8565822,0.8096395,-0.9080905
2828.9,94.29667,0.004404707,0.004370145,1.601718,-0.01499497,3.163175,0.1788644,58.03447,0.008307755,0,0,2.063675,6.124498,0.9137325,-0.8565316,0.8095893,-0.9080895
2828.95,94.29833,0.007453258,0.007300509,1.600372,-0.01266817,3.173949,0.1783227,58.00445,0.008450963,0,0,2.063711,6.124564,0.9136815,-0.856481,0.8095391,-0.9080884
2829,94.3,0.0008056191,0.0006551276,1.599025,-0.01034138,3.184723,0.1777809,57.97444,0.008576909,0,0,2.063747,6.12463,0.9136304,-0.8564303,0.8094887,-0.9080873
2829.05,94.30167,-0.00211454,-0.001969136,1.597654,-0.01464468,3.191229,0.1782006,57.94498,0.008704917,0,0,2.063784,6.124697,0.9135784,-0.8563786,0.8094374,-0.9080862
2829.1,94.30333,-0.001009167,-0.0006441672,1.596282,-0.01894798,3.197735,0.1786203,57.91553,0.008844886,0,0,2.063821,6.124765,0.9135262,-0.8563268,0.809386,-0.9080852
2829.15,94.305,-0.004712576,-0.005222396,1.594911,-0.02325128,3.204241,0.17904,57.88607,0.008948646,0,0,2.063858,6.124832,0.9134739,-0.8562749,0.8093345,-0.9080841
2829.2,94.30667,-0.003937166,-0.004254337,1.59354,-0.02755458,3.210747,0.1794597,57.85662,0.009064919,0,0,2.063895,6.1249,0.9134216,-0.856223,0.809283,-0.908083
2829.25,94.30833,0.001601075,0.001696705,1.592168,-0.03185788,3.217253,0.1798794,57.82716,0.009176826,0,0,2.063932,6.124968,0.9133692,-0.856171,0.8092313,-0.9080819
2829.3,94.31,-0.00138956,-0.0006170439,1.590797,-0.03616118,3.223759,0.1802991,57.79771,0.009289351,0,0,2.063969,6.125036,0.9133167,-0.8561189,0.8091796,-0.9080808
2829.35,94.31167,-0.0007876767,-0.001173884,1.589426,-0.04046449,3.230265,0.1807188,57.76825,0.009392503,0,0,2.064006,6.125104,0.9132642,-0.8560667,0.8091278,-0.9080797
2829.4,94.31333,0.004407701,0.005773349,1.588055,-0.04476779,3.236771,0.1811385,57.7388,0.009494433,0,0,2.064044,6.125172,0.9132115,-0.8560144,0.8090759,-0.9080786
2829.45,94.315,0.003317798,0.003454414,1.586683,-0.04907109,3.243278,0.1815582,57.70934,0.009565956,0,0,2.064081,6.125241,0.9131588,-0.8559621,0.809024,-0.9080775
2829.5,94.31667,-0.000476977,-0.0005516861,1.585312,-0.05337439,3.249784,0.1819778,57.67989,0.00965092,0,0,2.064118,6.125309,0.913106,-0.8559097,0.808972,-0.9080764
2829.55,94.31833,0.002252311,0.002559078,1.583956,-0.05287977,3.245677,0.1839508,57.65111,0.009706838,0,0,2.064155,6.125377,0.9130537,-0.8558578,0.8089204,-0.9080753
2829.6,94.32,0.0001732346,-0.0004552933,1.5826,-0.05238515,3.241571,0.1859238,57.62232,0.009786066,0,0,2.064192,6.125445,0.9130013,-0.8558059,0.8088688,-0.9080742
2829.65,94.32167,-0.004508412,-0.005373422,1.581245,-0.05189053,3.237464,0.1878968,57.59354,0.009888952,0,0,2.064229,6.125512,0.9129489,-0.8557538,0.8088172,-0.9080731
2829.7,94.32333,-0.003279544,-0.003692151,1.579889,-0.05139591,3.233358,0.1898698,57.56476,0.009988452,0,0,2.064266,6.12558,0.9128964,-0.8557017,0.8087654,-0.908072
2829.75,94.325,-0.0006108306,-0.00092328,1.578533,-0.05090129,3.229251,0.1918428,57.53598,0.01008625,0,0,2.064304,6.125649,0.9128438,-0.8556495,0.8087136,-0.9080709
2829.8,94.32667,-0.001694772,-0.002174402,1.577177,-0.05040667,3.225145,0.1938158,57.5072,0.01017044,0,0,2.064341,6.125717,0.9127911,-0.8555973,0.8086617,-0.9080698
2829.85,94.32833,0.001479989,0.001512695,1.575821,-0.04991205,3.221038,0.1957888,57.47842,0.01026082,0,0,2.064378,6.125785,0.9127383,-0.855545,0.8086097,-0.9080687
2829.9,94.33,0.00742939,0.007129175,1.574466,-0.04941743,3.216932,0.1977617,57.44964,0.01035325,0,0,2.064416,6.125854,0.9126855,-0.8554925,0.8085576,-0.9080676
2829.95,94.33167,0.0009587043,0.001021711,1.57311,-0.04892282,3.212825,0.1997347,57.42086,0.01046014,0,0,2.064453,6.125922,0.9126326,-0.85544,0.8085055,-0.9080665
2830,94.33333,-0.001598768,-0.001283592,1.571754,-0.0484282,3.208719,0.2017077,57.39207,0.01057807,0,0,2.06449,6.125991,0.9125796,-0.8553875,0.8084533,-0.9080654
2830.05,94.335,0.00369992,0.003555751,1.570367,-0.05359315,3.197598,0.202784,57.36378,0.010691,0,0,2.064529,6.126061,0.9125252,-0.8553336,0.8083998,-0.9080643
2830.1,94.33667,-0.002579522,-0.003127923,1.568979,-0.0587581,3.186476,0.2038603,57.33548,0.01082297,0,0,2.064567,6.126131,0.9124708,-0.8552797,0.8083462,-0.9080632
2830.15,94.33833,-0.00861336,-0.007365804,1.567592,-0.06392306,3.175355,0.2049365,57.30718,0.01096195,0,0,2.064606,6.126202,0.9124164,-0.8552256,0.8082925,-0.908062
2830.2,94.34,0.0002904941,0.001080659,1.566204,-0.06908801,3.164234,0.2060128,57.27888,0.01108537,0,0,2.064644,6.126273,0.9123618,-0.8551715,0.8082387,-0.9080609
2830.25,94.34167,-0.0002386421,0.0001727082,1.564817,-0.07425296,3.153113,0.2070891,57.25058,0.01122285,0,0,2.064683,6.126343,0.9123071,-0.8551173,0.8081849,-0.9080598
2830.3,94.34333,-0.003399042,-0.003544434,1.56343,-0.07941792,3.141992,0.2081653,57.22228,0.0113517,0,0,2.064722,6.126414,0.9122524,-0.8550631,0.8081309,-0.9080586
2830.35,94.345,0.006614808,0.006357615,1.562042,-0.08458287,3.130871,0.2092416,57.19398,0.01146119,0,0,2.064761,6.126485,0.9121976,-0.8550087,0.8080769,-0.9080575
2830.4,94.34667,0.006586549,0.006290257,1.560655,-0.08974783,3.11975,0.2103179,57.16568,0.01158597,0,0,2.064799,6.126556,0.9121427,-0.8549543,0.8080228,-0.9080563
2830.45,94.34833,-0.005029487,-0.004368707,1.559267,-0.09491278,3.108628,0.2113941,57.13738,0.01172108,0,0,2.064838,6.126628,0.9120877,-0.8548998,0.8079686,-0.9080552
2830.5,94.35,0.002413178,0.002063571,1.55788,-0.1000777,3.097507,0.2124704,57.10908,0.01185168,0,0,2.064877,6.126699,0.9120326,-0.8548452,0.8079144,-0.908054
2830.55,94.35167,0.004571174,0.004607019,1.556535,-0.0963095,3.101683,0.2123032,57.08151,0.01198647,0,0,2.064915,6.126768,0.9119792,-0.8547922,0.8078617,-0.9080529
2830.6,94.35333,-0.007290768,-0.007979129,1.555191,-0.09254127,3.105859,0.212136,57.05394,0.01209494,0,0,2.064953,6.126837,0.9119256,-0.8547391,0.807809,-0.9080518
2830.65,94.355,-0.005046,-0.004724795,1.553846,-0.08877305,3.110035,0.2119688,57.02636,0.01221332,0,0,2.064991,6.126907,0.911872,-0.854686,0.8077561,-0.9080507
2830.7,94.35667,0.001601888,0.001845348,1.552502,-0.08500482,3.114212,0.2118016,56.99879,0.0123104,0,0,2.065029,6.126976,0.9118183,-0.8546328,0.8077032,-0.9080496
2830.75,94.35833,-0.003414858,-0.003082611,1.551157,-0.08123659,3.118388,0.2116344,56.97122,0.01243397,0,0,2.065067,6.127046,0.9117645,-0.8545795,0.8076503,-0.9080485
2830.8,94.36,-0.0006239634,-0.0002358669,1.549812,-0.07746836,3.122564,0.2114672,56.94365,0.01251832,0,0,2.065105,6.127116,0.9117107,-0.8545261,0.8075972,-0.9080473
2830.85,94.36167,0.005953454,0.006500751,1.548468,-0.07370013,3.12674,0.2113,56.91607,0.01260557,0,0,2.065143,6.127186,0.9116568,-0.8544726,0.8075441,-0.9080462
2830.9,94.36333,0.004496939,0.003732189,1.547123,-0.0699319,3.130916,0.2111329,56.8885,0.01268346,0,0,2.065181,6.127255,0.9116027,-0.8544191,0.8074908,-0.9080451
2830.95,94.365,-0.0001627048,-0.0002155094,1.545778,-0.06616367,3.135092,0.2109657,56.86093,0.01272659,0,0,2.06522,6.127326,0.9115486,-0.8543655,0.8074375,-0.908044
2831,94.36667,0.004448229,0.00377503,1.544434,-0.06239545,3.139268,0.2107985,56.83335,0.01277031,0,0,2.065258,6.127396,0.9114945,-0.8543118,0.8073842,-0.9080428
2831.05,94.36833,0.0005621348,0.0005813682,1.543067,-0.0664112,3.148973,0.2136796,56.80625,0.0127968,0,0,2.065297,6.127467,0.9114393,-0.8542572,0.8073298,-0.9080417
2831.1,94.37,-0.00669092,-0.00729747,1.5417,-0.07042696,3.158678,0.2165607,56.77914,0.01282634,0,0,2.065336,6.127539,0.9113841,-0.8542025,0.8072754,-0.9080405
2831.15,94.37167,-0.002569458,-0.002036553,1.540333,-0.07444272,3.168383,0.2194418,56.75204,0.01284833,0,0,2.065375,6.12761,0.9113288,-0.8541477,0.8072209,-0.9080394
2831.2,94.37333,-0.001414177,-0.001386604,1.538967,-0.07845847,3.178088,0.2223229,56.72493,0.01286566,0,0,2.065415,6.127682,0.9112734,-0.8540928,0.8071663,-0.9080382
2831.25,94.375,-0.005372673,-0.004558849,1.5376,-0.08247423,3.187793,0.225204,56.69782,0.01289582,0,0,2.065454,6.127754,0.9112179,-0.8540378,0.8071116,-0.9080371
2831.3,94.37667,0.002767076,0.002823894,1.536233,-0.08648999,3.197498,0.2280851,56.67072,0.01292671,0,0,2.065493,6.127826,0.9111623,-0.8539828,0.8070569,-0.9080359
2831.35,94.37833,0.005580075,0.004983481,1.534866,-0.09050575,3.207203,0.2309662,56.64361,0.0129361,0,0,2.065533,6.127898,0.9111066,-0.8539276,0.807002,-0.9080348
2831.4,94.38,0.0005387733,0.0009632321,1.5335,-0.0945215,3.216908,0.2338473,56.61651,0.01293808,0,0,2.065572,6.12797,0.9110509,-0.8538724,0.8069471,-0.9080336
2831.45,94.38167,0.002887992,0.002426387,1.532133,-0.09853726,3.226612,0.2367285,56.5894,0.01294888,0,0,2.065612,6.128042,0.9109951,-0.8538171,0.8068921,-0.9080324
2831.5,94.38333,0.005327859,0.005720409,1.530766,-0.102553,3.236317,0.2396096,56.5623,0.01293642,0,0,2.065651,6.128115,0.9109392,-0.8537618,0.806837,-0.9080313
2831.55,94.385,-0.001278116,-0.001715565,1.529336,-0.1114847,3.228051,0.2400801,56.53547,0.01293888,0,0,2.065693,6.12819,0.9108806,-0.8537038,0.8067793,-0.90803
2831.6,94.38667,-0.008086333,-0.008392449,1.527907,-0.1204164,3.219784,0.2405506,56.50864,0.01293633,0,0,2.065734,6.128266,0.9108219,-0.8536457,0.8067215,-0.9080288
2831.65,94.38833,-0.003449381,-0.002484592,1.526477,-0.129348,3.211518,0.2410211,56.48181,0.01294329,0,0,2.065776,6.128342,0.9107632,-0.8535875,0.8066636,-0.9080276
2831.7,94.39,-0.004199083,-0.004094054,1.525048,-0.1382797,3.203252,0.2414916,56.45498,0.01294349,0,0,2.065817,6.128419,0.9107043,-0.8535292,0.8066057,-0.9080264
2831.75,94.39167,-0.005619197,-0.005539975,1.523618,-0.1472114,3.194985,0.2419621,56.42816,0.01294604,0,0,2.065859,6.128495,0.9106454,-0.8534709,0.8065476,-0.9080252
2831.8,94.39333,0.005438028,0.004827434,1.522189,-0.1561431,3.186719,0.2424327,56.40133,0.0129484,0,0,2.065901,6.128571,0.9105863,-0.8534124,0.8064894,-0.9080239
2831.85,94.395,0.008788244,0.008369727,1.520759,-0.1650748,3.178452,0.2429032,56.3745,0.01294124,0,0,2.065943,6.128648,0.9105272,-0.8533539,0.8064312,-0.9080227
2831.9,94.39667,0.003085917,0.002987798,1.519329,-0.1740064,3.170186,0.2433737,56.34767,0.01294702,0,0,2.065985,6.128725,0.910468,-0.8532952,0.8063728,-0.9080215
2831.95,94.39833,0.001906037,0.001951048,1.5179,-0.1829381,3.161919,0.2438442,56.32084,0.01295751,0,0,2.066027,6.128801,0.9104087,-0.8532365,0.8063144,-0.9080202
2832,94.4,0.00438062,0.004853311,1.51647,-0.1918698,3.153653,0.2443147,56.29402,0.01295944,0,0,2.066069,6.128878,0.9103492,-0.8531777,0.8062558,-0.908019
2832.05,94.40167,-0.004208705,-0.00390688,1.515057,-0.1912861,3.140086,0.2424223,56.26774,0.01296536,0,0,2.06611,6.128954,0.9102904,-0.8531195,0.8061979,-0.9080178
2832.1,94.40333,-0.01017413,-0.01019002,1.513645,-0.1907024,3.126519,0.2405299,56.24147,0.01297297,0,0,2.066152,6.129031,0.9102315,-0.8530612,0.8061399,-0.9080165
2832.15,94.405,-0.0006060466,-0.001483952,1.512232,-0.1901187,3.112951,0.2386375,56.2152,0.01298891,0,0,2.066194,6.129107,0.9101725,-0.8530028,0.8060817,-0.9080153
2832.2,94.40667,-0.003135014,-0.003105037,1.510819,-0.189535,3.099384,0.2367451,56.18893,0.01300265,0,0,2.066236,6.129184,0.9101134,-0.8529444,0.8060235,-0.9080141
2832.25,94.40833,-0.003430864,-0.002945411,1.509406,-0.1889513,3.085817,0.2348527,56.16266,0.0130449,0,0,2.066278,6.12926,0.9100543,-0.8528858,0.8059652,-0.9080128
2832.3,94.41,0.009510577,0.008851962,1.507993,-0.1883676,3.07225,0.2329603,56.13639,0.01311532,0,0,2.06632,6.129337,0.909995,-0.8528271,0.8059068,-0.9080116
2832.35,94.41167,0.006763691,0.006763157,1.50658,-0.1877839,3.058683,0.2310679,56.11011,0.0131533,0,0,2.066362,6.129414,0.9099356,-0.8527684,0.8058483,-0.9080104
2832.4,94.41333,0.002006482,0.0020737,1.505167,-0.1872002,3.045116,0.2291755,56.08384,0.01320439,0,0,2.066404,6.129491,0.9098762,-0.8527096,0.8057897,-0.9080091
2832.45,94.415,0.005096348,0.004364993,1.503755,-0.1866165,3.031549,0.2272831,56.05757,0.01327501,0,0,2.066446,6.129568,0.9098166,-0.8526507,0.8057311,-0.9080079
2832.5,94.41667,-0.001720551,-0.001040501,1.502342,-0.1860328,3.017981,0.2253907,56.0313,0.01331789,0,0,2.066488,6.129645,0.9097569,-0.8525916,0.8056723,-0.9080066
2832.55,94.41833,-0.008508212,-0.009020646,1.500983,-0.1809058,3.023852,0.2226928,56.00572,0.01340581,0,0,2.066529,6.129719,0.9096995,-0.8525348,0.8056157,-0.9080054
2832.6,94.42,-0.006286026,-0.006632944,1.499625,-0.1757788,3.029723,0.2199949,55.98014,0.01345442,0,0,2.06657,6.129794,0.909642,-0.8524779,0.805559,-0.9080042
2832.65,94.42167,-0.001508758,-0.001353435,1.498266,-0.1706518,3.035594,0.2172969,55.95457,0.01349426,0,0,2.066611,6.129868,0.9095843,-0.8524209,0.8055023,-0.908003
2832.7,94.42333,-0.002312248,-0.002684755,1.496907,-0.1655248,3.041465,0.214599,55.92899,0.01354753,0,0,2.066651,6.129943,0.9095266,-0.8523638,0.8054454,-0.9080018
2832.75,94.425,0.001922374,0.002348322,1.495549,-0.1603978,3.047336,0.2119011,55.90341,0.01357262,0,0,2.066692,6.130018,0.9094688,-0.8523067,0.8053885,-0.9080006
2832.8,94.42667,0.009129246,0.009064415,1.49419,-0.1552708,3.053207,0.2092032,55.87783,0.01361283,0,0,2.066733,6.130093,0.909411,-0.8522494,0.8053314,-0.9079994
2832.85,94.42833,0.004688013,0.004767885,1.492832,-0.1501438,3.059078,0.2065053,55.85226,0.01364575,0,0,2.066775,6.130168,0.909353,-0.8521921,0.8052743,-0.9079982
2832.9,94.43,0.003534703,0.00336467,1.491473,-0.1450168,3.064949,0.2038074,55.82668,0.0136757,0,0,2.066816,6.130243,0.9092949,-0.8521347,0.8052171,-0.907997
2832.95,94.43167,0.004215677,0.004395051,1.490114,-0.1398898,3.07082,0.2011095,55.8011,0.01374628,0,0,2.066857,6.130318,0.9092368,-0.8520772,0.8051599,-0.9079958
2833,94.43333,-0.003655652,-0.003603816,1.488756,-0.1347628,3.076691,0.1984115,55.77552,0.0138453,0,0,2.066898,6.130394,0.9091786,-0.8520196,0.8051025,-0.9079946
2833.05,94.435,-0.009493632,-0.01021371,1.487363,-0.1402656,3.065325,0.1966439,55.75026,0.01390102,0,0,2.06694,6.130471,0.9091188,-0.8519605,0.8050436,-0.9079933
2833.1,94.43667,-0.006243739,-0.005438498,1.48597,-0.1457684,3.05396,0.1948762,55.725,0.01397483,0,0,2.066983,6.130548,0.9090589,-0.8519013,0.8049846,-0.9079921
2833.15,94.43833,-0.001582806,-0.00195576,1.484577,-0.1512712,3.042594,0.1931085,55.69973,0.01408476,0,0,2.067025,6.130626,0.9089989,-0.851842,0.8049255,-0.9079909
2833.2,94.44,-0.002991507,-0.004189542,1.483184,-0.156774,3.031229,0.1913408,55.67447,0.01418731,0,0,2.067068,6.130704,0.9089388,-0.8517826,0.8048663,-0.9079896
2833.25,94.44167,0.002058801,0.002266947,1.481791,-0.1622767,3.019864,0.1895731,55.64921,0.01426639,0,0,2.067111,6.130782,0.9088786,-0.8517231,0.804807,-0.9079883
2833.3,94.44333,0.009701436,0.01061213,1.480398,-0.1677795,3.008498,0.1878054,55.62394,0.01432485,0,0,2.067153,6.13086,0.9088184,-0.8516636,0.8047476,-0.9079871
2833.35,94.445,0.006665245,0.006496396,1.479005,-0.1732823,2.997133,0.1860377,55.59868,0.01439246,0,0,2.067196,6.130938,0.908758,-0.8516039,0.8046882,-0.9079858
2833.4,94.44667,0.003474169,0.003046883,1.477612,-0.1787851,2.985767,0.18427,55.57342,0.01444446,0,0,2.067239,6.131016,0.9086976,-0.8515442,0.8046286,-0.9079846
2833.45,94.44833,0.004091486,0.003817283,1.476219,-0.1842879,2.974402,0.1825024,55.54815,0.01453453,0,0,2.067282,6.131094,0.908637,-0.8514843,0.804569,-0.9079833
2833.5,94.45,-0.00636777,-0.006547737,1.474826,-0.1897907,2.963036,0.1807347,55.52289,0.01459865,0,0,2.067325,6.131173,0.9085764,-0.8514244,0.8045093,-0.9079821
2833.55,94.45167,-0.01272666,-0.01319171,1.473429,-0.1916731,2.970419,0.1816587,55.49804,0.01466599,0,0,2.067368,6.131252,0.9085155,-0.8513642,0.8044492,-0.9079808
